call_duration_sec,caller_risk_score,is_international_origin,time_of_day_hour,script_similarity_max,urgency_phrase_count,caller_complaint_count,callee_age_group,call_count_from_number_24h,spoofing_indicator,is_scam
624,0.93,0,12,0.58,4,8,55-65,291,0.5,1
98,0.13,0,19,0.17,0,0,18-25,2,0.18,0
72,0.12,0,10,0.73,0,1,46-55,3,0.08,0
943,0.72,0,13,0.62,4,12,65+,42,0.79,1
138,0.49,0,7,0.75,1,1,18-25,1,0.17,0
16,0.14,0,15,0.16,0,0,55-65,8,0.11,0
91,0.04,0,22,0.05,0,3,36-45,6,0.19,0
66,0.21,0,5,0.21,2,2,36-45,14,0.21,0
190,0.48,0,3,0.22,0,0,18-25,3,0.6,0
153,0.21,0,15,0.37,2,1,46-55,1,0.53,0
1064,0.71,0,23,0.5,0,0,46-55,173,0.51,0
133,0.06,0,11,0.09,1,1,26-35,2,0.17,0
176,0.9,1,12,0.58,12,11,46-55,168,0.74,1
1227,0.23,1,11,0.09,1,1,46-55,2,0.12,0
57,0.24,0,17,0.36,0,2,18-25,34,0.15,0
215,0.31,0,17,0.3,0,3,46-55,8,0.35,0
272,0.31,0,6,0.2,0,0,65+,7,0.45,0
111,0.12,0,7,0.44,0,0,26-35,2,0.15,0
105,0.27,0,16,0.27,2,3,26-35,6,0.13,0
531,0.36,1,16,0.89,5,12,55-65,10,0.71,1
74,0.35,0,2,0.45,0,2,36-45,3,0.38,0
19,0.53,0,6,0.35,1,1,36-45,1,0.25,0
28,0.32,0,0,0.47,1,1,36-45,18,0.2,0
369,0.06,0,7,0.35,2,0,18-25,2,0.51,0
224,0.76,1,9,0.36,8,10,36-45,71,0.56,1
16,0.28,0,7,0.26,0,1,46-55,6,0.29,0
75,0.67,1,10,0.18,0,1,55-65,6,0.07,0
422,0.61,0,10,0.63,4,10,65+,21,0.79,1
30,0.19,0,0,0.25,1,0,36-45,39,0.68,0
815,0.76,0,11,0.43,3,9,46-55,124,0.95,1
352,0.68,0,15,0.58,3,6,46-55,168,0.64,1
92,0.2,1,23,0.61,0,0,26-35,3,0.3,0
1417,0.79,0,6,0.9,6,8,65+,33,0.62,1
30,0.16,0,1,0.31,1,3,36-45,1,0.17,0
245,0.75,0,21,0.63,6,6,36-45,114,0.89,1
154,0.72,1,11,0.66,7,8,26-35,78,0.88,1
958,0.84,1,10,0.58,3,6,26-35,12,0.62,1
109,0.19,0,11,0.5,2,0,26-35,1,0.09,0
132,0.29,0,10,0.57,0,0,65+,6,0.13,0
379,0.68,1,9,0.7,11,8,26-35,56,0.69,1
226,0.03,0,10,0.56,0,1,18-25,2,0.23,0
149,0.53,0,12,0.12,0,0,36-45,7,0.48,0
51,0.25,0,5,0.37,1,1,36-45,3,0.22,0
111,0.32,0,1,0.19,0,1,18-25,4,0.34,0
196,0.37,0,21,0.4,1,0,26-35,4,0.21,0
362,0.54,0,8,0.19,6,1,36-45,23,0.28,0
108,0.81,1,9,0.43,5,10,65+,599,0.75,1
335,0.03,0,14,0.19,2,1,36-45,2,0.1,1
47,0.18,0,7,0.24,1,4,26-35,9,0.16,0
173,0.44,0,3,0.18,1,0,26-35,4,0.05,0
446,0.26,0,4,0.29,3,1,46-55,19,0.25,0
253,0.21,1,8,0.54,0,2,55-65,1,0.43,0
64,0.11,0,6,0.28,0,3,18-25,15,0.22,0
106,0.18,0,12,0.14,0,4,18-25,5,0.05,0
69,0.35,0,0,0.12,0,0,36-45,17,0.3,0
126,0.9,1,4,0.46,6,11,26-35,56,0.86,1
23,0.49,0,7,0.33,0,0,18-25,3,0.23,0
382,0.56,0,9,0.33,2,2,36-45,4,0.36,0
28,0.33,0,12,0.22,2,2,26-35,1,0.12,0
1213,0.51,1,13,0.65,4,7,55-65,60,0.77,1
462,0.45,1,7,0.28,0,0,18-25,2,0.15,0
563,0.77,1,4,0.84,3,5,55-65,212,0.87,1
1007,0.84,0,2,0.75,8,9,46-55,31,0.46,1
13,0.25,0,3,0.31,0,2,26-35,8,0.17,0
133,0.05,0,4,0.21,0,2,18-25,16,0.05,0
284,0.25,0,9,0.15,0,1,36-45,6,0.14,0
57,0.55,1,22,0.15,2,1,55-65,1,0.37,0
910,0.98,1,9,0.9,4,4,36-45,13,0.63,1
266,0.22,1,6,0.36,0,5,18-25,2,0.44,0
70,0.12,0,12,0.1,0,1,18-25,9,0.29,0
215,0.07,0,1,0.23,0,1,55-65,2,0.29,0
146,0.25,0,13,0.57,2,1,18-25,1,0.06,0
560,0.58,1,3,0.55,9,11,65+,119,0.69,1
181,0.24,0,10,0.21,0,1,46-55,1,0.16,0
433,0.44,1,11,0.77,5,6,65+,60,0.52,1
696,0.54,1,16,0.4,3,8,36-45,18,0.76,0
2002,0.49,1,16,0.46,7,8,46-55,44,0.5,1
378,0.28,0,11,0.38,1,1,36-45,3,0.17,0
8,0.07,0,14,0.34,0,1,65+,2,0.19,0
44,0.53,0,2,0.43,0,1,18-25,2,0.08,0
38,0.41,0,9,0.32,1,2,26-35,7,0.62,0
51,0.27,0,12,0.77,4,10,65+,149,0.53,0
503,0.71,0,11,0.58,7,7,55-65,50,0.69,1
175,0.21,0,3,0.08,0,0,46-55,2,0.48,0
719,0.12,0,21,0.09,2,0,36-45,6,0.35,0
917,0.5,0,6,0.66,8,8,46-55,80,0.74,1
181,0.14,0,3,0.25,3,5,55-65,1,0.3,0
1220,0.69,0,5,0.3,4,6,46-55,36,0.63,1
37,0.37,0,8,0.3,0,1,36-45,4,0.35,0
22,0.31,0,10,0.06,0,0,36-45,10,0.11,0
295,0.26,0,11,0.29,8,1,65+,60,0.45,0
75,0.22,1,1,0.39,1,1,46-55,6,0.22,0
19,0.42,0,10,0.81,2,0,18-25,5,0.7,0
144,0.4,0,12,0.14,1,1,46-55,7,0.42,0
123,0.2,0,9,0.17,4,0,26-35,7,0.13,0
326,0.12,0,10,0.05,3,1,18-25,1,0.06,0
16,0.46,0,16,0.25,0,2,26-35,13,0.53,0
211,0.11,0,19,0.25,0,0,36-45,3,0.15,0
35,0.16,1,12,0.1,2,1,46-55,3,0.21,0
214,0.08,0,9,0.21,0,1,18-25,10,0.21,0
150,0.89,1,8,0.38,9,6,26-35,65,0.69,1
318,0.86,0,10,0.71,8,13,55-65,27,0.78,1
338,0.45,0,9,0.35,0,6,18-25,19,0.53,0
80,0.25,0,22,0.21,1,1,36-45,3,0.35,0
614,0.67,0,17,0.89,8,4,46-55,9,0.69,1
357,0.36,0,9,0.29,0,2,26-35,3,0.1,0
667,0.28,0,23,0.16,1,0,46-55,2,0.24,0
455,0.66,0,0,0.13,1,4,46-55,1,0.45,0
628,0.57,1,13,0.59,4,7,26-35,157,0.7,1
177,0.09,0,5,0.41,1,1,18-25,14,0.5,0
2245,0.76,1,12,0.7,6,13,55-65,38,0.81,0
18,0.18,0,10,0.59,0,2,26-35,3,0.21,0
34,0.19,0,15,0.24,2,1,65+,3,0.11,0
344,0.19,0,15,0.29,0,1,36-45,5,0.15,0
506,0.5,0,17,0.55,8,7,36-45,61,0.34,1
28,0.23,0,10,0.39,0,2,26-35,8,0.26,0
944,0.33,0,11,0.17,0,1,55-65,3,0.35,0
217,0.14,0,9,0.49,1,2,65+,8,0.4,0
1117,0.49,1,10,0.45,10,10,26-35,53,0.66,1
193,0.69,0,11,0.29,0,1,26-35,4,0.6,0
614,0.63,1,11,0.5,5,9,26-35,28,0.56,1
124,0.32,0,22,0.15,1,2,36-45,45,0.52,0
237,0.79,1,11,0.57,6,11,36-45,278,0.77,1
1068,0.1,0,7,0.4,1,2,36-45,8,0.35,0
1518,0.08,1,22,0.17,2,14,26-35,39,0.52,0
208,0.13,0,5,0.14,0,4,46-55,29,0.27,0
236,0.38,1,7,0.21,1,1,36-45,2,0.21,0
304,0.66,0,11,0.9,8,8,18-25,19,0.83,1
48,0.09,0,5,0.6,1,2,36-45,3,0.3,0
166,0.51,0,22,0.43,0,3,26-35,9,0.15,0
63,0.34,0,16,0.36,0,1,26-35,1,0.29,0
430,0.47,0,9,0.78,1,12,36-45,19,0.66,1
56,0.17,0,6,0.13,0,0,65+,14,0.68,0
54,0.09,0,12,0.08,1,2,55-65,1,0.07,0
88,0.31,0,0,0.25,0,2,46-55,1,0.17,0
76,0.16,0,11,0.18,0,0,18-25,8,0.02,0
127,0.38,0,14,0.14,3,2,46-55,3,0.27,1
182,0.68,0,5,0.8,7,5,46-55,106,0.89,1
10,0.23,1,4,0.39,1,0,36-45,14,0.46,0
643,0.71,0,1,0.72,2,6,65+,85,0.5,1
76,0.16,1,4,0.12,0,2,65+,4,0.7,0
32,0.23,0,5,0.15,1,2,46-55,8,0.22,0
55,0.26,0,14,0.49,1,2,26-35,11,0.36,0
190,0.05,1,20,0.2,0,0,65+,6,0.3,0
238,0.2,0,16,0.31,3,0,65+,4,0.04,0
489,0.54,1,8,0.28,5,9,55-65,75,0.94,1
27,0.05,0,11,0.28,1,1,36-45,14,0.2,0
17,0.0,1,7,0.27,2,0,26-35,6,0.02,0
71,0.17,0,22,0.38,1,3,26-35,4,0.66,0
180,0.64,0,10,0.52,10,7,55-65,61,0.43,1
1103,0.51,1,3,0.44,1,0,36-45,2,0.01,1
5207,0.72,1,12,0.75,8,8,55-65,17,0.41,1
127,0.16,0,3,0.76,0,0,18-25,7,0.34,0
44,0.22,0,19,0.21,2,1,36-45,13,0.34,0
893,0.54,0,8,0.85,7,11,46-55,27,0.53,1
159,0.84,1,17,0.75,0,10,65+,16,0.82,0
23,0.05,0,20,0.35,3,2,46-55,4,0.36,0
974,0.5,1,12,0.65,4,4,65+,67,0.62,1
65,0.07,0,16,0.32,0,0,46-55,3,0.03,0
18,0.4,0,16,0.13,2,1,26-35,2,0.15,0
321,0.2,0,13,0.21,3,1,46-55,3,0.06,0
69,0.33,0,20,0.03,0,0,55-65,1,0.18,0
147,0.59,1,13,0.71,3,4,46-55,98,0.66,1
181,0.24,0,19,0.37,0,2,55-65,1,0.48,0
15,0.28,0,14,0.37,1,2,36-45,2,0.49,0
50,0.1,1,16,0.2,0,1,26-35,24,0.03,0
123,0.07,0,10,0.34,1,0,36-45,4,0.15,0
70,0.54,1,7,0.73,10,7,36-45,36,0.66,1
40,0.35,0,7,0.23,0,0,26-35,4,0.14,0
115,0.46,0,16,0.17,0,2,55-65,4,0.22,0
5,0.42,1,7,0.1,0,1,18-25,4,0.27,0
190,0.69,1,10,0.56,5,8,55-65,122,0.47,1
169,0.19,0,1,0.26,0,1,36-45,6,0.04,0
33,0.46,0,7,0.18,0,2,18-25,10,0.4,0
579,0.65,1,15,0.72,3,9,65+,146,0.73,1
83,0.02,0,1,0.33,1,0,26-35,1,0.15,0
624,0.05,0,6,0.45,2,0,18-25,2,0.51,0
17,0.15,0,10,0.6,0,3,26-35,10,0.09,0
17,0.37,0,23,0.05,0,0,26-35,6,0.29,0
1139,0.72,0,1,0.67,8,2,26-35,130,0.37,0
28,0.2,0,15,0.35,0,0,36-45,11,0.24,0
527,0.73,0,2,0.54,4,12,65+,87,0.19,1
172,0.13,0,12,0.26,2,0,46-55,1,0.04,0
1416,0.61,1,11,0.73,3,6,65+,137,0.68,1
146,0.29,0,17,0.5,0,0,46-55,1,0.16,0
6,0.44,0,22,0.26,2,1,36-45,1,0.49,0
1282,0.92,1,11,0.44,5,6,55-65,98,0.85,1
85,0.16,0,6,0.31,0,1,36-45,4,0.28,0
124,0.23,0,3,0.42,2,1,55-65,7,0.2,0
2862,0.67,1,0,0.44,2,6,65+,58,0.47,1
82,0.32,0,0,0.39,0,1,46-55,1,0.19,0
33,0.12,0,14,0.08,0,0,46-55,1,0.31,0
132,0.62,0,6,0.4,5,7,26-35,82,0.47,1
237,0.4,0,14,0.36,1,3,36-45,9,0.08,0
100,0.34,0,10,0.18,1,3,36-45,13,0.16,0
462,0.63,0,10,0.51,7,11,36-45,43,0.65,1
84,0.38,0,18,0.21,0,2,55-65,3,0.09,0
700,0.28,0,11,0.54,8,5,65+,176,0.56,1
114,0.63,0,7,0.56,10,4,46-55,176,0.64,1
123,0.24,0,3,0.21,1,0,36-45,6,0.14,0
280,0.47,0,6,0.46,2,2,46-55,10,0.23,0
1392,0.79,1,16,0.61,2,13,65+,278,0.34,1
739,0.86,1,10,0.49,8,11,55-65,61,0.76,1
427,0.72,0,13,0.43,4,9,46-55,8,0.97,1
155,0.21,0,8,0.06,0,0,36-45,1,0.32,0
11,0.26,0,23,0.59,0,2,36-45,4,0.17,0
96,0.16,0,14,0.11,0,1,26-35,2,0.48,0
602,0.81,0,19,0.66,8,4,55-65,14,0.38,1
58,0.14,0,4,0.09,1,0,55-65,17,0.23,0
18,0.28,0,4,0.14,4,1,18-25,1,0.25,0
71,0.24,0,2,0.33,1,0,26-35,2,0.24,0
619,0.17,0,13,0.49,0,1,18-25,4,0.55,0
251,0.22,0,19,0.35,0,4,26-35,2,0.09,0
49,0.86,0,12,0.64,0,2,65+,1,0.33,0
27,0.3,1,5,0.11,2,2,26-35,5,0.14,0
155,0.21,0,15,0.17,0,1,65+,11,0.13,0
37,0.16,0,4,0.37,0,3,26-35,10,0.21,0
62,0.53,0,21,0.37,0,0,36-45,7,0.31,0
453,0.22,0,20,0.64,0,0,26-35,6,0.19,0
60,0.29,0,13,0.14,1,2,55-65,12,0.17,0
151,0.16,0,20,0.67,2,2,26-35,2,0.24,0
45,0.09,0,0,0.23,1,2,36-45,7,0.46,0
13,0.26,0,9,0.14,1,1,65+,19,0.25,0
616,0.56,0,15,0.58,6,6,55-65,70,0.51,1
198,0.34,0,3,0.07,0,0,36-45,5,0.11,0
191,0.42,1,9,0.88,9,8,46-55,46,0.73,1
198,0.18,0,2,0.11,0,1,55-65,1,0.35,0
235,0.52,1,8,0.55,6,4,55-65,37,0.45,1
16,0.33,0,10,0.33,1,0,36-45,3,0.55,0
26,0.18,0,13,0.14,0,1,26-35,4,0.21,0
158,0.23,0,21,0.23,1,0,36-45,3,0.14,0
263,0.34,0,21,0.52,2,0,36-45,1,0.11,0
120,0.68,0,16,0.49,11,8,55-65,117,0.78,1
21,0.87,1,6,0.49,5,9,36-45,35,0.75,1
77,0.4,0,7,0.27,0,2,55-65,12,0.21,0
41,0.09,0,15,0.57,1,0,26-35,2,0.08,0
764,0.81,0,14,0.45,4,8,18-25,58,0.4,1
98,0.14,0,22,0.08,0,1,36-45,8,0.19,0
23,0.15,0,5,0.54,1,0,26-35,6,0.24,0
1146,0.71,1,9,0.79,10,12,18-25,26,0.57,1
186,0.88,0,11,0.57,5,10,65+,35,0.65,1
950,0.78,1,15,0.78,9,8,46-55,58,0.37,1
13,0.27,0,5,0.38,3,1,26-35,2,0.41,0
67,0.76,1,13,0.58,6,9,18-25,90,0.69,1
12,0.3,0,6,0.47,1,1,46-55,16,0.21,0
44,0.13,0,8,0.18,0,2,36-45,2,0.19,0
418,0.54,1,8,0.42,8,11,36-45,28,0.52,1
570,0.78,1,11,0.59,2,7,46-55,42,0.73,1
67,0.39,0,7,0.56,0,1,46-55,10,0.29,0
117,0.18,0,2,0.33,0,1,36-45,7,0.37,0
142,0.63,0,4,0.65,6,6,65+,265,0.86,1
263,0.1,0,20,0.13,8,1,46-55,24,0.31,1
74,0.03,0,10,0.1,1,1,55-65,2,0.2,0
150,0.39,0,10,0.41,0,0,26-35,5,0.43,0
479,0.84,1,5,0.31,6,9,65+,79,0.63,1
205,0.34,0,20,0.34,0,2,18-25,4,0.2,0
615,0.33,0,17,0.24,1,2,26-35,5,0.21,0
892,0.49,0,10,0.59,6,13,18-25,29,0.68,1
147,0.19,0,14,0.26,0,0,46-55,4,0.2,0
7200,0.83,1,14,0.62,7,7,36-45,130,0.79,1
435,0.79,1,8,0.69,8,12,65+,294,0.53,1
107,0.18,0,21,0.39,0,2,46-55,24,0.45,0
50,0.13,0,11,0.4,0,0,26-35,3,0.28,0
86,0.26,0,21,0.49,0,1,26-35,2,0.39,0
158,0.3,0,10,0.63,0,2,18-25,1,0.27,0
61,0.84,1,8,0.67,6,8,36-45,29,0.49,1
21,0.16,0,9,0.18,0,1,18-25,17,0.32,1
84,0.26,0,14,0.39,1,2,46-55,6,0.43,0
355,0.79,0,18,0.7,5,9,46-55,73,0.88,1
39,0.02,1,19,0.19,3,0,55-65,16,0.38,0
443,0.67,0,8,0.38,7,2,26-35,7,0.33,1
71,0.15,0,6,0.52,1,1,26-35,8,0.5,0
1678,0.81,0,14,0.84,2,9,55-65,29,0.45,1
99,0.13,0,19,0.36,1,2,65+,3,0.39,0
195,0.14,0,17,0.07,1,2,55-65,1,0.37,0
409,0.62,1,9,0.88,5,9,55-65,29,0.84,1
325,0.71,1,10,0.62,4,9,18-25,48,0.47,1
301,0.19,1,23,0.16,0,2,36-45,9,0.41,0
172,0.61,0,9,0.45,3,4,46-55,21,0.65,1
390,0.65,1,12,0.69,1,3,55-65,96,0.35,1
172,0.41,0,20,0.19,1,2,18-25,13,0.3,0
454,0.3,1,12,0.6,9,6,36-45,58,0.75,1
83,0.23,0,23,0.46,0,2,36-45,2,0.43,0
294,0.92,1,8,0.6,9,8,65+,74,0.3,1
8,0.17,0,15,0.06,0,1,26-35,1,0.15,0
71,0.16,0,5,0.21,0,3,18-25,2,0.34,0
253,0.13,1,6,0.13,1,1,18-25,6,0.38,0
227,0.11,0,8,0.13,0,4,36-45,27,0.42,0
18,0.86,1,10,0.5,4,9,55-65,45,0.87,1
32,0.31,0,11,0.28,0,2,65+,7,0.31,0
54,0.14,1,10,0.05,1,1,36-45,8,0.09,0
75,0.36,0,6,0.19,0,0,26-35,34,0.41,0
374,0.27,1,0,0.25,1,0,26-35,19,0.2,0
10,0.46,0,7,0.21,0,0,26-35,1,0.37,0
350,0.11,0,15,0.27,1,1,55-65,5,0.41,0
126,0.69,1,16,0.6,3,5,46-55,37,0.62,1
2482,0.93,1,14,0.63,10,6,65+,136,0.85,1
1141,0.27,0,11,0.48,0,2,55-65,6,0.45,0
464,0.8,1,19,0.48,9,10,65+,46,0.35,1
483,0.32,0,13,0.55,5,1,46-55,3,0.28,0
113,0.08,0,9,0.69,0,4,18-25,31,0.07,0
19,0.09,0,15,0.28,2,0,55-65,2,0.27,0
638,0.2,0,4,0.25,0,1,55-65,13,0.39,0
112,0.21,0,15,0.2,0,2,26-35,3,0.47,0
208,0.8,1,13,0.74,5,7,65+,14,0.55,1
290,0.69,1,13,0.62,0,10,55-65,96,0.73,1
724,0.27,0,6,0.15,0,1,55-65,1,0.32,0
2022,0.87,0,6,0.38,4,9,55-65,47,0.74,1
117,0.18,0,12,0.24,2,2,36-45,2,0.1,0
152,0.42,0,17,0.23,1,1,55-65,3,0.31,0
122,0.73,0,18,0.33,1,0,46-55,1,0.14,0
32,0.14,0,1,0.27,0,2,26-35,5,0.36,0
291,0.53,1,3,0.88,6,8,65+,272,0.63,1
217,0.39,0,13,0.27,1,1,18-25,2,0.24,0
82,0.09,0,3,0.13,3,3,26-35,1,0.3,0
519,0.3,0,23,0.17,1,0,46-55,34,0.05,0
499,0.61,1,10,0.8,10,8,65+,65,0.42,1
56,0.33,0,20,0.39,2,1,55-65,2,0.43,0
40,0.22,0,13,0.31,1,1,55-65,2,0.1,0
139,0.23,0,3,0.57,0,0,65+,2,0.22,0
148,0.48,0,7,0.43,1,2,36-45,12,0.26,0
266,0.59,0,14,0.45,0,12,46-55,23,0.76,1
408,0.02,0,8,0.28,1,3,46-55,8,0.28,0
63,0.35,0,3,0.48,1,3,55-65,11,0.2,0
109,0.56,1,6,0.79,9,7,46-55,3,0.87,1
421,0.06,0,14,0.22,1,1,18-25,11,0.39,0
36,0.05,0,10,0.44,0,0,18-25,1,0.06,0
128,0.65,0,11,0.53,3,9,65+,87,0.66,1
740,0.19,0,2,0.59,1,1,46-55,1,0.67,1
175,0.26,0,1,0.51,1,1,26-35,3,0.44,0
18,0.71,0,13,0.81,6,9,46-55,65,0.54,1
114,0.29,0,20,0.32,1,3,46-55,11,0.37,0
331,0.05,0,8,0.25,2,0,18-25,4,0.56,0
45,0.08,0,1,0.24,2,1,55-65,3,0.27,0
384,0.13,0,4,0.15,0,3,46-55,7,0.55,0
93,0.19,0,16,0.31,1,1,36-45,5,0.28,0
1270,0.76,1,6,0.52,3,8,46-55,176,0.41,1
258,0.26,0,23,0.26,0,0,46-55,7,0.31,0
407,0.35,1,7,0.83,10,11,55-65,26,0.67,1
756,0.77,0,11,0.52,7,2,55-65,25,0.45,1
2213,0.86,0,17,0.58,2,8,55-65,232,0.49,1
64,0.33,0,18,0.27,0,3,18-25,18,0.56,0
32,0.32,0,5,0.2,1,0,36-45,11,0.18,0
1476,0.18,0,8,0.14,0,0,46-55,3,0.32,0
76,0.15,0,11,0.05,0,0,26-35,9,0.26,0
1100,0.75,0,11,0.69,7,9,36-45,77,0.52,1
39,0.31,0,19,0.17,1,2,26-35,4,0.02,0
78,0.2,0,15,0.24,0,2,18-25,13,0.26,0
155,0.33,0,12,0.52,1,2,55-65,2,0.59,0
890,0.56,1,11,0.64,9,6,46-55,26,0.6,1
641,0.69,0,13,0.64,4,7,65+,55,0.68,1
32,0.13,0,16,0.25,0,0,36-45,10,0.2,0
295,0.23,0,7,0.03,0,2,26-35,19,0.35,0
48,0.26,0,15,0.3,0,2,36-45,5,0.24,0
220,0.4,0,15,0.32,2,2,46-55,1,0.25,0
173,0.23,0,13,0.67,1,2,26-35,8,0.35,0
25,0.21,0,14,0.19,1,3,46-55,5,0.24,0
1836,0.7,0,12,0.73,5,7,26-35,120,0.68,1
134,0.14,0,17,0.3,0,1,46-55,5,0.34,0
423,0.75,0,12,0.88,7,3,55-65,37,0.67,1
284,0.58,1,15,0.84,1,8,46-55,151,0.65,1
81,0.5,1,21,0.29,1,1,26-35,1,0.07,0
138,0.18,1,5,0.69,0,2,26-35,3,0.21,0
72,0.82,0,10,0.77,7,5,36-45,375,0.58,1
2895,0.72,0,6,0.75,9,6,55-65,223,0.67,1
47,0.24,0,6,0.22,1,2,55-65,3,0.28,0
25,0.03,0,0,0.12,0,1,26-35,5,0.55,0
89,0.22,0,14,0.42,0,0,46-55,3,0.36,0
2428,0.57,1,18,0.44,6,4,36-45,46,0.66,1
125,0.71,0,4,0.44,0,0,46-55,13,0.18,0
17,0.32,0,11,0.21,1,2,18-25,1,0.03,0
326,0.62,0,3,0.17,7,9,36-45,1,0.55,0
127,0.37,0,23,0.37,0,1,55-65,5,0.15,0
1820,0.64,0,21,0.75,7,12,26-35,7,0.69,1
182,0.58,0,18,0.46,8,6,36-45,19,0.77,0
73,0.26,0,7,0.09,1,1,36-45,6,0.3,0
179,0.21,0,15,0.19,1,1,46-55,6,0.21,0
80,0.27,1,12,0.06,0,3,65+,9,0.3,0
130,0.12,0,23,0.21,1,0,18-25,2,0.56,0
51,0.28,0,17,0.72,1,0,26-35,7,0.06,0
11,0.29,0,10,0.04,1,2,65+,2,0.19,0
145,0.25,0,7,0.2,1,1,18-25,8,0.15,0
355,0.55,1,11,0.85,6,9,18-25,9,0.22,1
108,0.26,0,20,0.26,2,2,36-45,5,0.12,0
25,0.21,0,1,0.04,0,0,18-25,14,0.72,0
629,0.34,0,10,0.57,0,1,55-65,2,0.92,0
837,0.28,0,16,0.19,1,1,26-35,1,0.39,0
116,0.18,0,9,0.16,3,2,18-25,13,0.05,0
47,0.21,0,10,0.48,1,2,18-25,5,0.15,0
448,0.23,0,8,0.57,1,0,55-65,4,0.21,0
137,0.12,0,10,0.27,1,1,46-55,6,0.11,0
37,0.24,0,10,0.27,0,2,26-35,15,0.19,0
190,0.09,0,13,0.24,0,0,55-65,5,0.24,1
61,0.13,0,23,0.52,0,1,65+,1,0.23,0
1544,0.31,1,12,0.72,7,5,46-55,123,0.71,1
394,0.25,0,9,0.62,3,4,55-65,23,0.58,1
563,0.43,0,8,0.56,7,7,55-65,29,0.53,1
299,0.68,0,8,0.51,0,2,55-65,2,0.6,0
474,0.15,0,5,0.36,0,3,55-65,2,0.59,0
79,0.28,1,18,0.3,3,0,55-65,3,0.43,1
151,0.46,1,17,0.66,5,10,65+,63,0.74,1
39,0.72,0,5,0.09,0,1,36-45,6,0.54,0
377,0.48,0,13,0.28,0,2,26-35,6,0.47,0
107,0.17,0,18,0.76,0,1,26-35,3,0.31,0
812,0.69,0,9,0.77,6,7,65+,140,0.82,1
864,0.23,0,11,0.02,0,7,55-65,57,0.56,1
33,0.14,0,9,0.21,1,2,18-25,4,0.41,0
128,0.2,0,0,0.29,1,3,36-45,16,0.43,0
23,0.36,0,11,0.2,0,1,26-35,5,0.37,0
105,0.2,0,14,0.27,1,0,36-45,3,0.16,0
10,0.44,0,10,0.49,0,1,65+,7,0.12,0
2301,0.75,1,11,0.21,6,5,55-65,31,0.46,1
95,0.1,0,13,0.15,0,0,65+,4,0.41,0
19,0.19,0,21,0.34,0,1,18-25,3,0.26,0
193,0.61,0,3,0.5,1,0,36-45,6,0.4,0
210,0.39,0,8,0.12,0,3,26-35,10,0.46,0
927,0.42,0,4,0.74,5,12,18-25,14,0.66,1
14,0.27,0,16,0.04,1,2,26-35,1,0.71,0
314,0.49,0,11,0.67,0,9,36-45,4,0.59,0
143,0.14,0,17,0.19,1,1,65+,4,0.25,0
699,0.35,1,12,0.73,7,4,46-55,48,0.71,1
148,0.14,1,23,0.17,0,0,36-45,1,0.59,0
87,0.09,0,19,0.53,0,1,18-25,12,0.38,0
47,0.39,0,17,0.21,0,3,18-25,13,0.65,0
185,0.32,1,4,0.26,1,0,46-55,7,0.54,0
261,0.05,0,19,0.21,1,3,55-65,2,0.19,0
111,0.25,0,7,0.1,0,0,26-35,1,0.17,0
12,0.26,0,22,0.36,2,1,18-25,4,0.39,0
374,0.03,0,13,0.32,0,1,18-25,1,0.05,0
46,0.09,1,10,0.15,1,1,18-25,5,0.08,0
418,0.58,0,14,0.66,3,8,65+,24,0.74,1
2260,0.86,0,13,0.59,8,9,65+,51,0.52,1
57,0.06,1,12,0.28,0,0,65+,2,0.25,0
378,0.47,1,6,0.85,6,8,55-65,39,0.55,1
691,0.45,1,4,0.4,3,1,65+,48,0.05,1
182,0.14,0,16,0.26,0,3,18-25,1,0.5,0
41,0.45,0,3,0.15,1,1,26-35,1,0.07,0
1376,0.4,1,10,0.32,8,9,46-55,295,0.46,1
159,0.02,0,20,0.41,0,5,36-45,26,0.65,0
326,0.05,0,3,0.48,3,1,46-55,1,0.24,0
10,0.19,0,8,0.53,0,0,26-35,3,0.18,0
2053,0.55,1,11,0.58,6,4,55-65,81,0.69,1
548,0.37,0,19,0.58,0,0,55-65,2,0.04,0
137,0.19,1,1,0.39,0,3,18-25,11,0.4,0
128,0.73,0,15,0.57,7,10,65+,71,0.78,1
122,0.27,0,16,0.33,0,1,55-65,19,0.24,0
95,0.1,0,22,0.36,0,4,46-55,5,0.09,0
214,0.36,1,17,0.62,2,0,36-45,3,0.51,0
13,0.23,1,5,0.34,1,0,46-55,3,0.41,0
20,0.12,1,15,0.22,1,3,26-35,1,0.21,0
62,0.39,0,0,0.42,0,1,55-65,17,0.35,0
229,0.84,0,13,0.6,10,14,26-35,31,0.84,1
371,0.24,0,0,0.15,0,2,46-55,1,0.34,0
175,0.14,0,18,0.26,0,2,36-45,6,0.06,0
147,0.46,0,10,0.46,0,1,65+,8,0.23,0
93,0.25,0,20,0.24,1,0,55-65,1,0.28,0
274,0.18,0,3,0.27,0,0,26-35,2,0.26,0
1363,0.87,0,7,0.73,3,8,46-55,54,0.49,1
261,0.31,0,14,0.38,1,2,36-45,2,0.44,0
25,0.66,1,8,0.29,0,2,26-35,4,0.76,0
198,0.23,0,21,0.09,0,2,26-35,2,0.22,0
445,0.6,0,5,0.62,7,6,65+,90,0.63,1
16,0.13,0,4,0.45,1,0,36-45,14,0.21,0
143,0.26,0,3,0.26,1,1,65+,7,0.18,0
